,CLUES,MOTATE,TIPOURGENCIA,YEAR,count
598,DFSSA001296,2.0,9.0,2009,2
599,DFSSA001296,3.0,1.0,2009,8
600,DFSSA001296,3.0,2.0,2009,3
601,DFSSA001296,3.0,3.0,2009,258
602,DFSSA001296,3.0,9.0,2009,4
603,DFSSA001296,4.0,1.0,2009,369
604,DFSSA001296,4.0,1.0,2010,5043
605,DFSSA001296,4.0,1.0,2011,2127
606,DFSSA001296,4.0,1.0,2012,2958
607,DFSSA001296,4.0,1.0,2013,3331
608,DFSSA001296,4.0,1.0,2014,3920
609,DFSSA001296,4.0,1.0,2015,1847
610,DFSSA001296,4.0,1.0,2016,1000
611,DFSSA001296,4.0,2.0,2009,41
612,DFSSA001296,4.0,2.0,2010,24205
613,DFSSA001296,4.0,2.0,2011,21980
614,DFSSA001296,4.0,2.0,2012,26656
615,DFSSA001296,4.0,2.0,2013,24594
616,DFSSA001296,4.0,2.0,2014,21323
617,DFSSA001296,4.0,2.0,2015,18688
618,DFSSA001296,4.0,2.0,2016,15506
619,DFSSA001296,4.0,3.0,2009,23742
620,DFSSA001296,4.0,9.0,2009,2
621,DFSSA001296,5.0,3.0,2009,1
622,DFSSA001296,6.0,1.0,2009,1
623,DFSSA001296,6.0,3.0,2009,8
624,DFSSA001296,7.0,3.0,2009,21
625,DFSSA001296,9.0,1.0,2009,1
626,DFSSA001296,9.0,3.0,2009,1
627,DFSSA001511,1.0,1.0,2010,5687
628,DFSSA001511,1.0,1.0,2011,4594
629,DFSSA001511,1.0,1.0,2012,6305
630,DFSSA001511,1.0,1.0,2013,6540
631,DFSSA001511,1.0,1.0,2014,5427
632,DFSSA001511,1.0,1.0,2015,6084
633,DFSSA001511,1.0,1.0,2016,4973
634,DFSSA001511,1.0,2.0,2009,1
635,DFSSA001511,1.0,2.0,2010,59
636,DFSSA001511,1.0,2.0,2011,11
637,DFSSA001511,1.0,2.0,2012,42
638,DFSSA001511,1.0,2.0,2013,83
639,DFSSA001511,1.0,2.0,2014,4
640,DFSSA001511,1.0,2.0,2015,1
641,DFSSA001511,1.0,2.0,2016,1
642,DFSSA001511,1.0,3.0,2009,1096
643,DFSSA001511,1.0,9.0,2009,1
644,DFSSA001511,2.0,1.0,2010,39
645,DFSSA001511,2.0,1.0,2011,605
646,DFSSA001511,2.0,1.0,2012,35
647,DFSSA001511,2.0,1.0,2013,41
648,DFSSA001511,2.0,1.0,2014,239
649,DFSSA001511,2.0,1.0,2016,88
650,DFSSA001511,2.0,2.0,2010,45
651,DFSSA001511,2.0,2.0,2011,89
652,DFSSA001511,2.0,2.0,2012,38
653,DFSSA001511,2.0,2.0,2013,54
654,DFSSA001511,2.0,2.0,2014,69
655,DFSSA001511,2.0,2.0,2016,23
656,DFSSA001511,2.0,3.0,2009,5413
657,DFSSA001511,2.0,9.0,2009,1
658,DFSSA001511,3.0,1.0,2011,1
659,DFSSA001511,3.0,1.0,2013,3
660,DFSSA001511,3.0,2.0,2009,1
661,DFSSA001511,3.0,2.0,2011,17
662,DFSSA001511,3.0,2.0,2013,14
663,DFSSA001511,3.0,2.0,2016,1
664,DFSSA001511,3.0,3.0,2009,66
665,DFSSA001511,3.0,9.0,2009,1
666,DFSSA001511,4.0,1.0,2010,2529
667,DFSSA001511,4.0,1.0,2011,2317
668,DFSSA001511,4.0,1.0,2012,2856
669,DFSSA001511,4.0,1.0,2013,3264
670,DFSSA001511,4.0,1.0,2014,1721
671,DFSSA001511,4.0,1.0,2015,2164
672,DFSSA001511,4.0,1.0,2016,1721
673,DFSSA001511,4.0,2.0,2009,2
674,DFSSA001511,4.0,2.0,2010,19348
675,DFSSA001511,4.0,2.0,2011,17263
676,DFSSA001511,4.0,2.0,2012,19038
677,DFSSA001511,4.0,2.0,2013,21039
678,DFSSA001511,4.0,2.0,2014,20877
679,DFSSA001511,4.0,2.0,2015,19882
680,DFSSA001511,4.0,2.0,2016,14317
681,DFSSA001511,4.0,3.0,2009,26716
682,DFSSA001511,5.0,3.0,2009,10
683,DFSSA001511,6.0,3.0,2009,2
684,DFSSA001511,7.0,3.0,2009,1
685,DFSSA001511,9.0,2.0,2011,2
686,DFSSA001511,9.0,2.0,2013,2
687,DFSSA001511,9.0,3.0,2009,1
688,DFSSA001523,1.0,1.0,2011,21
689,DFSSA001523,1.0,1.0,2012,61
690,DFSSA001523,1.0,1.0,2013,29
691,DFSSA001523,1.0,1.0,2014,56
692,DFSSA001523,1.0,1.0,2015,46
693,DFSSA001523,1.0,1.0,2016,63
694,DFSSA001523,1.0,2.0,2011,1
695,DFSSA001523,1.0,2.0,2012,6
696,DFSSA001523,1.0,2.0,2013,1
697,DFSSA001523,1.0,2.0,2014,11
698,DFSSA001523,1.0,2.0,2015,26
699,DFSSA001523,1.0,2.0,2016,19
700,DFSSA001523,2.0,1.0,2011,2
701,DFSSA001523,2.0,1.0,2012,8
702,DFSSA001523,2.0,1.0,2013,13
703,DFSSA001523,2.0,1.0,2014,79
704,DFSSA001523,2.0,1.0,2015,71
705,DFSSA001523,2.0,1.0,2016,40
706,DFSSA001523,2.0,2.0,2011,1
707,DFSSA001523,2.0,2.0,2012,21
708,DFSSA001523,2.0,2.0,2013,3
709,DFSSA001523,2.0,2.0,2014,166
710,DFSSA001523,2.0,2.0,2015,147
711,DFSSA001523,2.0,2.0,2016,124
712,DFSSA001523,9.0,1.0,2012,1
713,DFSSA001523,9.0,2.0,2012,2
714,DFSSA001535,1.0,1.0,2013,5
715,DFSSA001535,1.0,1.0,2014,4
716,DFSSA001535,1.0,1.0,2015,2
717,DFSSA001535,1.0,2.0,2014,7
718,DFSSA001535,1.0,2.0,2015,1
719,DFSSA001535,2.0,1.0,2013,201
720,DFSSA001535,2.0,1.0,2014,326
721,DFSSA001535,2.0,1.0,2015,65
722,DFSSA001535,2.0,1.0,2016,3
723,DFSSA001535,2.0,2.0,2013,343
724,DFSSA001535,2.0,2.0,2014,1188
725,DFSSA001535,2.0,2.0,2015,790
726,DFSSA001535,2.0,2.0,2016,481
727,DFSSA001535,9.0,2.0,2013,1
728,DFSSA001540,1.0,1.0,2011,350
729,DFSSA001540,1.0,1.0,2012,225
730,DFSSA001540,1.0,1.0,2013,4539
731,DFSSA001540,1.0,1.0,2014,2008
732,DFSSA001540,1.0,1.0,2015,1937
733,DFSSA001540,1.0,1.0,2016,2898
734,DFSSA001540,1.0,2.0,2010,1
735,DFSSA001540,1.0,2.0,2011,3
736,DFSSA001540,1.0,2.0,2012,1
737,DFSSA001540,1.0,2.0,2013,106
738,DFSSA001540,1.0,2.0,2014,35
739,DFSSA001540,1.0,2.0,2015,21
740,DFSSA001540,1.0,2.0,2016,29
741,DFSSA001540,1.0,3.0,2009,1150
742,DFSSA001540,1.0,9.0,2009,147
743,DFSSA001540,2.0,1.0,2010,18858
744,DFSSA001540,2.0,1.0,2011,8431
745,DFSSA001540,2.0,1.0,2012,7000
746,DFSSA001540,2.0,1.0,2013,10393
747,DFSSA001540,2.0,1.0,2014,9403
748,DFSSA001540,2.0,1.0,2015,3845
749,DFSSA001540,2.0,1.0,2016,6156
750,DFSSA001540,2.0,2.0,2009,1
751,DFSSA001540,2.0,2.0,2010,781
752,DFSSA001540,2.0,2.0,2011,6363
753,DFSSA001540,2.0,2.0,2012,7014
754,DFSSA001540,2.0,2.0,2013,12111
755,DFSSA001540,2.0,2.0,2014,23181
756,DFSSA001540,2.0,2.0,2015,28215
757,DFSSA001540,2.0,2.0,2016,30949
758,DFSSA001540,2.0,3.0,2009,381
759,DFSSA001540,2.0,9.0,2009,46
760,DFSSA001540,3.0,1.0,2011,7763
761,DFSSA001540,3.0,1.0,2012,8556
762,DFSSA001540,3.0,1.0,2013,14872
763,DFSSA001540,3.0,1.0,2014,13457
764,DFSSA001540,3.0,1.0,2015,12973
765,DFSSA001540,3.0,1.0,2016,16829
766,DFSSA001540,3.0,2.0,2010,1507
767,DFSSA001540,3.0,2.0,2011,41
768,DFSSA001540,3.0,2.0,2012,21
769,DFSSA001540,3.0,2.0,2013,1822
770,DFSSA001540,3.0,2.0,2014,883
771,DFSSA001540,3.0,2.0,2015,142
772,DFSSA001540,3.0,2.0,2016,146
773,DFSSA001540,3.0,3.0,2009,1042
774,DFSSA001540,3.0,9.0,2009,88
775,DFSSA001540,4.0,1.0,2011,61
776,DFSSA001540,4.0,1.0,2012,1
777,DFSSA001540,4.0,1.0,2013,3
778,DFSSA001540,4.0,1.0,2014,1
779,DFSSA001540,4.0,2.0,2009,1
780,DFSSA001540,4.0,2.0,2011,30
781,DFSSA001540,4.0,2.0,2015,1
782,DFSSA001540,4.0,3.0,2009,1599
783,DFSSA001540,4.0,9.0,2009,4075
784,DFSSA001540,5.0,3.0,2009,18
785,DFSSA001540,6.0,3.0,2009,2
786,DFSSA001540,7.0,3.0,2009,1
787,DFSSA001540,7.0,9.0,2009,1
788,DFSSA001540,9.0,2.0,2009,1
789,DFSSA001540,9.0,2.0,2012,1
790,DFSSA001926,1.0,1.0,2010,122
791,DFSSA001926,1.0,1.0,2011,122
792,DFSSA001926,1.0,1.0,2012,344
793,DFSSA001926,1.0,1.0,2013,414
794,DFSSA001926,1.0,1.0,2014,133
795,DFSSA001926,1.0,1.0,2015,73
796,DFSSA001926,1.0,1.0,2016,99
797,DFSSA001926,1.0,2.0,2010,184
798,DFSSA001926,1.0,2.0,2011,534
799,DFSSA001926,1.0,2.0,2012,621
800,DFSSA001926,1.0,2.0,2013,412
801,DFSSA001926,1.0,2.0,2014,341
802,DFSSA001926,1.0,2.0,2015,29
803,DFSSA001926,1.0,2.0,2016,196
804,DFSSA001926,2.0,1.0,2010,392
805,DFSSA001926,2.0,1.0,2011,516
806,DFSSA001926,2.0,1.0,2012,463
807,DFSSA001926,2.0,1.0,2013,463
808,DFSSA001926,2.0,1.0,2014,482
809,DFSSA001926,2.0,1.0,2015,113
810,DFSSA001926,2.0,1.0,2016,50
811,DFSSA001926,2.0,2.0,2010,2094
812,DFSSA001926,2.0,2.0,2011,3468
813,DFSSA001926,2.0,2.0,2012,3684
814,DFSSA001926,2.0,2.0,2013,2779
815,DFSSA001926,2.0,2.0,2014,2698
816,DFSSA001926,2.0,2.0,2015,1193
817,DFSSA001926,2.0,2.0,2016,1272
818,DFSSA001926,3.0,1.0,2010,294
819,DFSSA001926,3.0,1.0,2011,71
820,DFSSA001926,3.0,1.0,2012,1488
821,DFSSA001926,3.0,1.0,2013,1689
822,DFSSA001926,3.0,1.0,2014,2320
823,DFSSA001926,3.0,1.0,2015,1081
824,DFSSA001926,3.0,1.0,2016,1856
825,DFSSA001926,3.0,2.0,2010,3047
826,DFSSA001926,3.0,2.0,2011,4738
827,DFSSA001926,3.0,2.0,2012,3794
828,DFSSA001926,3.0,2.0,2013,5266
829,DFSSA001926,3.0,2.0,2014,5001
830,DFSSA001926,3.0,2.0,2015,3671
831,DFSSA001926,3.0,2.0,2016,3306
832,DFSSA001926,4.0,1.0,2010,53
833,DFSSA001926,4.0,1.0,2011,160
834,DFSSA001926,4.0,1.0,2012,248
835,DFSSA001926,4.0,1.0,2013,194
836,DFSSA001926,4.0,1.0,2014,138
837,DFSSA001926,4.0,1.0,2015,15
838,DFSSA001926,4.0,1.0,2016,7
839,DFSSA001926,4.0,2.0,2010,341
840,DFSSA001926,4.0,2.0,2011,748
841,DFSSA001926,4.0,2.0,2012,1169
842,DFSSA001926,4.0,2.0,2013,733
843,DFSSA001926,4.0,2.0,2014,392
844,DFSSA001926,4.0,2.0,2015,150
845,DFSSA001926,4.0,2.0,2016,114
846,DFSSA001926,9.0,1.0,2012,24
847,DFSSA001926,9.0,1.0,2013,25
848,DFSSA001926,9.0,1.0,2014,1
849,DFSSA001926,9.0,2.0,2012,338
850,DFSSA001926,9.0,2.0,2013,681
851,DFSSA001926,9.0,2.0,2014,19
852,DFSSA002066,1.0,1.0,2009,477
853,DFSSA002066,1.0,1.0,2010,4592
854,DFSSA002066,1.0,1.0,2011,4096
855,DFSSA002066,1.0,1.0,2012,4062
856,DFSSA002066,1.0,1.0,2013,3559
857,DFSSA002066,1.0,1.0,2014,4023
858,DFSSA002066,1.0,1.0,2015,3421
859,DFSSA002066,1.0,1.0,2016,3326
860,DFSSA002066,1.0,2.0,2009,7
861,DFSSA002066,1.0,2.0,2010,214
862,DFSSA002066,1.0,2.0,2011,441
863,DFSSA002066,1.0,2.0,2012,56
864,DFSSA002066,1.0,2.0,2014,11
865,DFSSA002066,1.0,3.0,2009,2447
866,DFSSA002066,1.0,9.0,2009,1
867,DFSSA002066,2.0,1.0,2009,4
868,DFSSA002066,2.0,1.0,2010,2482
869,DFSSA002066,2.0,1.0,2011,3204
870,DFSSA002066,2.0,1.0,2012,2122
871,DFSSA002066,2.0,1.0,2013,1920
872,DFSSA002066,2.0,1.0,2014,2236
873,DFSSA002066,2.0,1.0,2015,2220
874,DFSSA002066,2.0,1.0,2016,2444
875,DFSSA002066,2.0,2.0,2009,3
876,DFSSA002066,2.0,2.0,2010,9973
877,DFSSA002066,2.0,2.0,2011,9449
878,DFSSA002066,2.0,2.0,2012,10120
879,DFSSA002066,2.0,2.0,2013,7303
880,DFSSA002066,2.0,2.0,2014,6806
881,DFSSA002066,2.0,2.0,2015,8103
882,DFSSA002066,2.0,2.0,2016,6752
883,DFSSA002066,2.0,3.0,2009,77
884,DFSSA002066,3.0,1.0,2009,124
885,DFSSA002066,3.0,1.0,2010,3101
886,DFSSA002066,3.0,1.0,2011,3489
887,DFSSA002066,3.0,1.0,2012,1937
888,DFSSA002066,3.0,1.0,2013,2563
889,DFSSA002066,3.0,1.0,2014,2634
890,DFSSA002066,3.0,1.0,2015,2613
891,DFSSA002066,3.0,1.0,2016,1693
892,DFSSA002066,3.0,2.0,2009,7
893,DFSSA002066,3.0,2.0,2010,8270
894,DFSSA002066,3.0,2.0,2011,7387
895,DFSSA002066,3.0,2.0,2012,4268
896,DFSSA002066,3.0,2.0,2013,6123
897,DFSSA002066,3.0,2.0,2014,6031
898,DFSSA002066,3.0,2.0,2015,6101
899,DFSSA002066,3.0,2.0,2016,2976
900,DFSSA002066,3.0,3.0,2009,633
901,DFSSA002066,3.0,9.0,2009,5
902,DFSSA002066,4.0,1.0,2009,1307
903,DFSSA002066,4.0,1.0,2010,253
904,DFSSA002066,4.0,1.0,2011,376
905,DFSSA002066,4.0,1.0,2012,385
906,DFSSA002066,4.0,1.0,2013,539
907,DFSSA002066,4.0,1.0,2014,625
908,DFSSA002066,4.0,1.0,2015,500
909,DFSSA002066,4.0,1.0,2016,571
910,DFSSA002066,4.0,2.0,2009,9
911,DFSSA002066,4.0,2.0,2010,1003
912,DFSSA002066,4.0,2.0,2011,1533
913,DFSSA002066,4.0,2.0,2012,1827
914,DFSSA002066,4.0,2.0,2013,2226
915,DFSSA002066,4.0,2.0,2014,2015
916,DFSSA002066,4.0,2.0,2015,2237
917,DFSSA002066,4.0,2.0,2016,1901
918,DFSSA002066,4.0,3.0,2009,22037
919,DFSSA002066,4.0,9.0,2009,10
920,DFSSA002066,5.0,1.0,2009,18
921,DFSSA002066,5.0,2.0,2009,1
922,DFSSA002066,5.0,3.0,2009,28
923,DFSSA002066,6.0,3.0,2009,7
924,DFSSA002066,6.0,9.0,2009,1
925,DFSSA002066,7.0,1.0,2009,3
926,DFSSA002066,7.0,2.0,2009,1
927,DFSSA002066,9.0,1.0,2010,5
928,DFSSA002066,9.0,2.0,2009,1
929,DFSSA002066,9.0,2.0,2010,3
930,DFSSA002066,9.0,3.0,2009,5
931,DFSSA002066,9.0,9.0,2009,1
932,DFSSA002491,1.0,1.0,2009,3442
933,DFSSA002491,1.0,1.0,2010,70
934,DFSSA002491,1.0,1.0,2011,135
935,DFSSA002491,1.0,1.0,2012,226
936,DFSSA002491,1.0,1.0,2013,149
937,DFSSA002491,1.0,1.0,2014,169
938,DFSSA002491,1.0,1.0,2015,223
939,DFSSA002491,1.0,1.0,2016,169
940,DFSSA002491,1.0,2.0,2009,7
941,DFSSA002491,1.0,2.0,2010,260
942,DFSSA002491,1.0,2.0,2011,289
943,DFSSA002491,1.0,2.0,2012,392
944,DFSSA002491,1.0,2.0,2013,220
945,DFSSA002491,1.0,2.0,2014,439
946,DFSSA002491,1.0,2.0,2015,212
947,DFSSA002491,1.0,2.0,2016,167
948,DFSSA002491,1.0,3.0,2009,1
949,DFSSA002491,1.0,9.0,2009,2
950,DFSSA002491,2.0,1.0,2009,184
951,DFSSA002491,2.0,1.0,2010,133
952,DFSSA002491,2.0,1.0,2011,214
953,DFSSA002491,2.0,1.0,2012,356
954,DFSSA002491,2.0,1.0,2013,304
955,DFSSA002491,2.0,1.0,2014,446
956,DFSSA002491,2.0,1.0,2015,1010
957,DFSSA002491,2.0,1.0,2016,597
958,DFSSA002491,2.0,2.0,2010,894
959,DFSSA002491,2.0,2.0,2011,665
960,DFSSA002491,2.0,2.0,2012,1139
961,DFSSA002491,2.0,2.0,2013,1452
962,DFSSA002491,2.0,2.0,2014,2240
963,DFSSA002491,2.0,2.0,2015,2553
964,DFSSA002491,2.0,2.0,2016,2037
965,DFSSA002491,3.0,1.0,2009,962
966,DFSSA002491,3.0,1.0,2010,385
967,DFSSA002491,3.0,1.0,2011,1419
968,DFSSA002491,3.0,1.0,2012,702
969,DFSSA002491,3.0,1.0,2013,1144
970,DFSSA002491,3.0,1.0,2014,1260
971,DFSSA002491,3.0,1.0,2015,1652
972,DFSSA002491,3.0,1.0,2016,1647
973,DFSSA002491,3.0,2.0,2009,3
974,DFSSA002491,3.0,2.0,2010,9660
975,DFSSA002491,3.0,2.0,2011,6539
976,DFSSA002491,3.0,2.0,2012,3453
977,DFSSA002491,3.0,2.0,2013,5806
978,DFSSA002491,3.0,2.0,2014,3773
979,DFSSA002491,3.0,2.0,2015,3410
980,DFSSA002491,3.0,2.0,2016,2993
981,DFSSA002491,3.0,3.0,2009,1
982,DFSSA002491,4.0,1.0,2009,11250
983,DFSSA002491,4.0,1.0,2010,32
984,DFSSA002491,4.0,1.0,2011,117
985,DFSSA002491,4.0,1.0,2012,207
986,DFSSA002491,4.0,1.0,2013,339
987,DFSSA002491,4.0,1.0,2014,514
988,DFSSA002491,4.0,1.0,2015,814
989,DFSSA002491,4.0,1.0,2016,453
990,DFSSA002491,4.0,2.0,2009,15
991,DFSSA002491,4.0,2.0,2010,78
992,DFSSA002491,4.0,2.0,2011,74
993,DFSSA002491,4.0,2.0,2012,225
994,DFSSA002491,4.0,2.0,2013,743
995,DFSSA002491,4.0,2.0,2014,944
996,DFSSA002491,4.0,2.0,2015,1083
997,DFSSA002491,4.0,2.0,2016,713
998,DFSSA002491,4.0,3.0,2009,5
999,DFSSA002491,4.0,9.0,2009,1
1000,DFSSA002491,5.0,1.0,2009,2
1001,DFSSA002491,6.0,1.0,2009,1
1002,DFSSA002491,6.0,9.0,2009,1
1003,DFSSA002491,7.0,1.0,2009,10
1004,DFSSA002491,9.0,1.0,2012,1
1005,DFSSA002491,9.0,1.0,2013,1
1006,DFSSA002491,9.0,1.0,2014,9
1007,DFSSA002491,9.0,1.0,2015,2
1008,DFSSA002491,9.0,2.0,2010,82
1009,DFSSA002491,9.0,2.0,2011,62
1010,DFSSA002491,9.0,2.0,2012,3
1011,DFSSA002491,9.0,2.0,2013,13
1012,DFSSA002491,9.0,2.0,2014,188
1013,DFSSA002491,9.0,2.0,2015,5
1014,DFSSA002491,9.0,2.0,2016,1
1015,DFSSA002660,1.0,1.0,2009,3
1016,DFSSA002660,1.0,1.0,2010,436
1017,DFSSA002660,1.0,1.0,2011,475
1018,DFSSA002660,1.0,1.0,2012,614
1019,DFSSA002660,1.0,1.0,2013,1112
1020,DFSSA002660,1.0,1.0,2014,1291
1021,DFSSA002660,1.0,1.0,2015,1549
1022,DFSSA002660,1.0,1.0,2016,1597
1023,DFSSA002660,1.0,2.0,2010,67
1024,DFSSA002660,1.0,2.0,2011,92
1025,DFSSA002660,1.0,2.0,2012,48
1026,DFSSA002660,1.0,2.0,2013,173
1027,DFSSA002660,1.0,2.0,2014,49
1028,DFSSA002660,1.0,2.0,2015,4
1029,DFSSA002660,1.0,2.0,2016,1
1030,DFSSA002660,1.0,3.0,2009,5
1031,DFSSA002660,1.0,9.0,2009,25
1032,DFSSA002660,2.0,1.0,2009,32
1033,DFSSA002660,2.0,1.0,2010,1951
1034,DFSSA002660,2.0,1.0,2011,1224
1035,DFSSA002660,2.0,1.0,2012,1596
1036,DFSSA002660,2.0,1.0,2013,1082
1037,DFSSA002660,2.0,1.0,2014,1291
1038,DFSSA002660,2.0,1.0,2015,1368
1039,DFSSA002660,2.0,1.0,2016,1516
1040,DFSSA002660,2.0,2.0,2010,3894
1041,DFSSA002660,2.0,2.0,2011,3862
1042,DFSSA002660,2.0,2.0,2012,5245
1043,DFSSA002660,2.0,2.0,2013,5782
1044,DFSSA002660,2.0,2.0,2014,6433
1045,DFSSA002660,2.0,2.0,2015,5169
1046,DFSSA002660,2.0,2.0,2016,6808
1047,DFSSA002660,2.0,3.0,2009,55
1048,DFSSA002660,2.0,9.0,2009,229
1049,DFSSA002660,3.0,1.0,2009,6
1050,DFSSA002660,3.0,1.0,2010,33
1051,DFSSA002660,3.0,1.0,2011,2465
1052,DFSSA002660,3.0,1.0,2012,1990
1053,DFSSA002660,3.0,1.0,2013,1507
1054,DFSSA002660,3.0,1.0,2014,1681
1055,DFSSA002660,3.0,1.0,2015,1336
1056,DFSSA002660,3.0,1.0,2016,1234
1057,DFSSA002660,3.0,2.0,2010,67
1058,DFSSA002660,3.0,2.0,2011,2883
1059,DFSSA002660,3.0,2.0,2012,5025
1060,DFSSA002660,3.0,2.0,2013,4919
1061,DFSSA002660,3.0,2.0,2014,4990
1062,DFSSA002660,3.0,2.0,2015,4525
1063,DFSSA002660,3.0,2.0,2016,4325
1064,DFSSA002660,3.0,3.0,2009,24
1065,DFSSA002660,3.0,9.0,2009,132
1066,DFSSA002660,4.0,1.0,2009,74
1067,DFSSA002660,4.0,1.0,2010,343
1068,DFSSA002660,4.0,1.0,2011,848
1069,DFSSA002660,4.0,1.0,2012,759
1070,DFSSA002660,4.0,1.0,2013,402
1071,DFSSA002660,4.0,1.0,2014,84
1072,DFSSA002660,4.0,1.0,2015,111
1073,DFSSA002660,4.0,1.0,2016,163
1074,DFSSA002660,4.0,2.0,2009,3
1075,DFSSA002660,4.0,2.0,2010,1177
1076,DFSSA002660,4.0,2.0,2011,2622
1077,DFSSA002660,4.0,2.0,2012,2107
1078,DFSSA002660,4.0,2.0,2013,1610
1079,DFSSA002660,4.0,2.0,2014,281
1080,DFSSA002660,4.0,2.0,2015,275
1081,DFSSA002660,4.0,2.0,2016,385
1082,DFSSA002660,4.0,3.0,2009,1440
1083,DFSSA002660,4.0,9.0,2009,2954
1084,DFSSA002660,6.0,1.0,2009,1
1085,DFSSA002660,6.0,9.0,2009,4
1086,DFSSA002660,7.0,1.0,2009,1
1087,DFSSA002660,9.0,1.0,2009,7
1088,DFSSA002660,9.0,1.0,2010,28
1089,DFSSA002660,9.0,2.0,2010,54
1090,DFSSA002660,9.0,2.0,2011,1
1091,DFSSA002660,9.0,2.0,2012,2
1092,DFSSA002660,9.0,3.0,2009,18
1093,DFSSA002660,9.0,9.0,2009,979
1094,DFSSA002672,1.0,1.0,2013,7
1095,DFSSA002672,1.0,1.0,2014,2
1096,DFSSA002672,1.0,2.0,2013,2
1097,DFSSA002672,2.0,1.0,2013,60
1098,DFSSA002672,2.0,1.0,2014,64
1099,DFSSA002672,2.0,1.0,2015,176
1100,DFSSA002672,2.0,1.0,2016,87
1101,DFSSA002672,2.0,2.0,2013,21
1102,DFSSA002672,2.0,2.0,2014,328
1103,DFSSA002672,2.0,2.0,2015,151
1104,DFSSA002672,2.0,2.0,2016,183
1105,DFSSA002672,3.0,1.0,2013,1
1106,DFSSA002672,3.0,1.0,2014,2
1107,DFSSA002672,3.0,2.0,2014,4
1108,DFSSA002672,3.0,2.0,2016,5
1109,DFSSA002923,1.0,1.0,2012,1
1110,DFSSA002923,1.0,2.0,2012,4
1111,DFSSA002923,1.0,2.0,2013,4
1112,DFSSA002923,1.0,2.0,2016,2
1113,DFSSA002923,2.0,1.0,2011,230
1114,DFSSA002923,2.0,1.0,2012,270
1115,DFSSA002923,2.0,1.0,2013,457
1116,DFSSA002923,2.0,1.0,2014,493
1117,DFSSA002923,2.0,1.0,2015,374
1118,DFSSA002923,2.0,1.0,2016,134
1119,DFSSA002923,2.0,2.0,2011,46
1120,DFSSA002923,2.0,2.0,2012,509
1121,DFSSA002923,2.0,2.0,2013,455
1122,DFSSA002923,2.0,2.0,2014,522
1123,DFSSA002923,2.0,2.0,2015,778
1124,DFSSA002923,2.0,2.0,2016,1370
1125,DFSSA002935,1.0,1.0,2012,3
1126,DFSSA002935,1.0,1.0,2013,6
1127,DFSSA002935,1.0,1.0,2014,9
1128,DFSSA002935,1.0,1.0,2015,12
1129,DFSSA002935,1.0,1.0,2016,23
1130,DFSSA002935,1.0,2.0,2012,1
1131,DFSSA002935,1.0,2.0,2013,7
1132,DFSSA002935,1.0,2.0,2014,1
1133,DFSSA002935,1.0,2.0,2015,9
1134,DFSSA002935,1.0,2.0,2016,1
1135,DFSSA002935,2.0,1.0,2012,19
1136,DFSSA002935,2.0,1.0,2013,10
1137,DFSSA002935,2.0,1.0,2014,27
1138,DFSSA002935,2.0,1.0,2015,24
1139,DFSSA002935,2.0,1.0,2016,6
1140,DFSSA002935,2.0,2.0,2012,9
1141,DFSSA002935,2.0,2.0,2013,14
1142,DFSSA002935,2.0,2.0,2014,49
1143,DFSSA002935,2.0,2.0,2015,12
1144,DFSSA002993,1.0,1.0,2010,2612
1145,DFSSA002993,1.0,1.0,2011,1362
1146,DFSSA002993,1.0,1.0,2012,1762
1147,DFSSA002993,1.0,1.0,2013,376
1148,DFSSA002993,1.0,1.0,2014,179
1149,DFSSA002993,1.0,1.0,2015,77
1150,DFSSA002993,1.0,1.0,2016,64
1151,DFSSA002993,1.0,2.0,2010,2805
1152,DFSSA002993,1.0,2.0,2011,1667
1153,DFSSA002993,1.0,2.0,2012,2956
1154,DFSSA002993,1.0,2.0,2013,907
1155,DFSSA002993,1.0,2.0,2014,19
1156,DFSSA002993,1.0,2.0,2015,15
1157,DFSSA002993,1.0,2.0,2016,8
1158,DFSSA002993,1.0,3.0,2009,1755
1159,DFSSA002993,1.0,9.0,2009,1
1160,DFSSA002993,2.0,1.0,2010,18
1161,DFSSA002993,2.0,1.0,2011,199
1162,DFSSA002993,2.0,1.0,2012,2
1163,DFSSA002993,2.0,1.0,2013,51
1164,DFSSA002993,2.0,1.0,2014,371
1165,DFSSA002993,2.0,1.0,2015,159
1166,DFSSA002993,2.0,1.0,2016,85
1167,DFSSA002993,2.0,2.0,2010,1112
1168,DFSSA002993,2.0,2.0,2011,832
1169,DFSSA002993,2.0,2.0,2012,1210
1170,DFSSA002993,2.0,2.0,2013,5183
1171,DFSSA002993,2.0,2.0,2014,2722
1172,DFSSA002993,2.0,2.0,2015,2056
1173,DFSSA002993,2.0,2.0,2016,781
1174,DFSSA002993,2.0,3.0,2009,71
1175,DFSSA002993,2.0,9.0,2009,1
1176,DFSSA002993,3.0,1.0,2010,243
1177,DFSSA002993,3.0,1.0,2011,104
1178,DFSSA002993,3.0,1.0,2012,177
1179,DFSSA002993,3.0,1.0,2013,752
1180,DFSSA002993,3.0,1.0,2014,8709
1181,DFSSA002993,3.0,1.0,2015,3597
1182,DFSSA002993,3.0,1.0,2016,2281
1183,DFSSA002993,3.0,2.0,2010,8407
1184,DFSSA002993,3.0,2.0,2011,3600
1185,DFSSA002993,3.0,2.0,2012,2214
1186,DFSSA002993,3.0,2.0,2013,8110
1187,DFSSA002993,3.0,2.0,2014,1432
