,CLUES,MOTATE,TIPOURGENCIA,YEAR,count
1910,DFSSA003944,4.0,2.0,2015,4528
1911,DFSSA003944,4.0,2.0,2016,5510
1912,DFSSA003944,4.0,3.0,2009,9175
1913,DFSSA003944,4.0,9.0,2009,1976
1914,DFSSA003944,5.0,1.0,2009,1
1915,DFSSA003944,5.0,3.0,2009,1
1916,DFSSA003944,5.0,9.0,2009,272
1917,DFSSA003944,6.0,1.0,2009,16
1918,DFSSA003944,6.0,3.0,2009,132
1919,DFSSA003944,6.0,9.0,2009,22
1920,DFSSA003944,7.0,1.0,2009,70
1921,DFSSA003944,7.0,2.0,2009,5
1922,DFSSA003944,7.0,3.0,2009,317
1923,DFSSA003944,7.0,9.0,2009,40
1924,DFSSA003944,9.0,1.0,2009,86
1925,DFSSA003944,9.0,1.0,2011,1
1926,DFSSA003944,9.0,1.0,2012,2
1927,DFSSA003944,9.0,2.0,2009,12
1928,DFSSA003944,9.0,2.0,2011,5
1929,DFSSA003944,9.0,2.0,2012,1
1930,DFSSA003944,9.0,3.0,2009,137
1931,DFSSA003944,9.0,9.0,2009,1510
1932,DFSSA003956,1.0,1.0,2010,9339
1933,DFSSA003956,1.0,1.0,2011,11556
1934,DFSSA003956,1.0,1.0,2013,6010
1935,DFSSA003956,1.0,1.0,2014,23527
1936,DFSSA003956,1.0,1.0,2015,24458
1937,DFSSA003956,1.0,1.0,2016,1934
1938,DFSSA003956,1.0,2.0,2010,2750
1939,DFSSA003956,1.0,2.0,2015,1
1940,DFSSA003956,1.0,2.0,2016,1
1941,DFSSA003956,2.0,1.0,2010,5
1942,DFSSA003956,2.0,1.0,2011,2
1943,DFSSA003956,2.0,1.0,2015,1
1944,DFSSA003956,2.0,2.0,2010,33
1945,DFSSA003956,2.0,2.0,2013,3
1946,DFSSA003956,9.0,1.0,2013,1
1947,DFSSA003956,9.0,2.0,2010,2
1948,DFSSA003961,1.0,1.0,2009,4331
1949,DFSSA003961,1.0,1.0,2011,1
1950,DFSSA003961,1.0,1.0,2012,19
1951,DFSSA003961,1.0,1.0,2014,9
1952,DFSSA003961,1.0,1.0,2015,4
1953,DFSSA003961,1.0,1.0,2016,21
1954,DFSSA003961,1.0,2.0,2009,9
1955,DFSSA003961,1.0,2.0,2011,1
1956,DFSSA003961,1.0,2.0,2012,12
1957,DFSSA003961,1.0,3.0,2009,8
1958,DFSSA003961,2.0,1.0,2009,4225
1959,DFSSA003961,2.0,1.0,2010,189
1960,DFSSA003961,2.0,1.0,2011,172
1961,DFSSA003961,2.0,1.0,2012,3613
1962,DFSSA003961,2.0,1.0,2013,167
1963,DFSSA003961,2.0,1.0,2014,208
1964,DFSSA003961,2.0,1.0,2015,1353
1965,DFSSA003961,2.0,1.0,2016,25220
1966,DFSSA003961,2.0,2.0,2009,5
1967,DFSSA003961,2.0,2.0,2010,17035
1968,DFSSA003961,2.0,2.0,2011,14663
1969,DFSSA003961,2.0,2.0,2012,14135
1970,DFSSA003961,2.0,2.0,2013,15961
1971,DFSSA003961,2.0,2.0,2014,18457
1972,DFSSA003961,2.0,2.0,2015,24436
1973,DFSSA003961,2.0,2.0,2016,10385
1974,DFSSA003961,2.0,3.0,2009,2
1975,DFSSA003961,3.0,1.0,2009,2472
1976,DFSSA003961,3.0,1.0,2010,11659
1977,DFSSA003961,3.0,1.0,2011,11908
1978,DFSSA003961,3.0,1.0,2012,9030
1979,DFSSA003961,3.0,1.0,2013,12579
1980,DFSSA003961,3.0,1.0,2014,14414
1981,DFSSA003961,3.0,1.0,2015,13900
1982,DFSSA003961,3.0,1.0,2016,13768
1983,DFSSA003961,3.0,2.0,2010,2
1984,DFSSA003961,3.0,2.0,2011,1
1985,DFSSA003961,3.0,2.0,2012,4
1986,DFSSA003961,3.0,2.0,2013,2
1987,DFSSA003961,3.0,2.0,2015,1
1988,DFSSA003961,3.0,2.0,2016,2
1989,DFSSA003961,4.0,1.0,2009,27184
1990,DFSSA003961,4.0,1.0,2010,20
1991,DFSSA003961,4.0,1.0,2013,2
1992,DFSSA003961,4.0,1.0,2014,4
1993,DFSSA003961,4.0,1.0,2015,721
1994,DFSSA003961,4.0,1.0,2016,1414
1995,DFSSA003961,4.0,2.0,2009,10
1996,DFSSA003961,4.0,2.0,2010,11741
1997,DFSSA003961,4.0,2.0,2011,10799
1998,DFSSA003961,4.0,2.0,2012,10980
1999,DFSSA003961,4.0,2.0,2013,11191
2000,DFSSA003961,4.0,2.0,2014,13339
2001,DFSSA003961,4.0,2.0,2015,13264
2002,DFSSA003961,4.0,2.0,2016,13776
2003,DFSSA003961,4.0,3.0,2009,5
2004,DFSSA003961,5.0,1.0,2009,183
2005,DFSSA003961,6.0,1.0,2009,24
2006,DFSSA003961,6.0,2.0,2009,1
2007,DFSSA003961,7.0,1.0,2009,105
2008,DFSSA003961,7.0,2.0,2009,1
2009,DFSSA003961,9.0,1.0,2009,3
2010,DFSSA003961,9.0,2.0,2015,1
2011,DFSSA003973,1.0,2.0,2010,123
2012,DFSSA003973,1.0,2.0,2011,539
2013,DFSSA003973,1.0,2.0,2012,271
2014,DFSSA003973,1.0,2.0,2013,15
2015,DFSSA003973,1.0,2.0,2014,1
2016,DFSSA003973,1.0,2.0,2015,1
2017,DFSSA003973,1.0,3.0,2009,15732
2018,DFSSA003973,2.0,1.0,2010,17518
2019,DFSSA003973,2.0,1.0,2011,18910
2020,DFSSA003973,2.0,1.0,2012,17759
2021,DFSSA003973,2.0,1.0,2013,18699
2022,DFSSA003973,2.0,1.0,2014,26312
2023,DFSSA003973,2.0,1.0,2015,34391
2024,DFSSA003973,2.0,1.0,2016,8447
2025,DFSSA003973,2.0,2.0,2010,23401
2026,DFSSA003973,2.0,2.0,2011,30968
2027,DFSSA003973,2.0,2.0,2012,40462
2028,DFSSA003973,2.0,2.0,2013,44335
2029,DFSSA003973,2.0,2.0,2014,29750
2030,DFSSA003973,2.0,2.0,2015,21512
2031,DFSSA003973,2.0,2.0,2016,5344
2032,DFSSA003973,2.0,3.0,2009,39996
2033,DFSSA003973,3.0,1.0,2010,5891
2034,DFSSA003973,3.0,1.0,2011,5734
2035,DFSSA003973,3.0,1.0,2012,5619
2036,DFSSA003973,3.0,1.0,2013,5358
2037,DFSSA003973,3.0,1.0,2014,4848
2038,DFSSA003973,3.0,1.0,2015,4483
2039,DFSSA003973,3.0,1.0,2016,1185
2040,DFSSA003973,3.0,2.0,2010,13453
2041,DFSSA003973,3.0,2.0,2011,10294
2042,DFSSA003973,3.0,2.0,2012,9619
2043,DFSSA003973,3.0,2.0,2013,9605
2044,DFSSA003973,3.0,2.0,2014,7911
2045,DFSSA003973,3.0,2.0,2015,8382
2046,DFSSA003973,3.0,2.0,2016,2090
2047,DFSSA003973,3.0,3.0,2009,586
2048,DFSSA003973,4.0,1.0,2010,4031
2049,DFSSA003973,4.0,1.0,2011,3664
2050,DFSSA003973,4.0,1.0,2012,2513
2051,DFSSA003973,4.0,1.0,2013,2388
2052,DFSSA003973,4.0,1.0,2014,2880
2053,DFSSA003973,4.0,1.0,2015,2170
2054,DFSSA003973,4.0,1.0,2016,528
2055,DFSSA003973,4.0,2.0,2010,2272
2056,DFSSA003973,4.0,2.0,2011,2286
2057,DFSSA003973,4.0,2.0,2012,2297
2058,DFSSA003973,4.0,2.0,2013,2499
2059,DFSSA003973,4.0,2.0,2014,2737
2060,DFSSA003973,4.0,2.0,2015,6826
2061,DFSSA003973,4.0,2.0,2016,2421
2062,DFSSA003973,4.0,3.0,2009,25321
2063,DFSSA003973,5.0,3.0,2009,507
2064,DFSSA003973,6.0,3.0,2009,39
2065,DFSSA003973,7.0,3.0,2009,70
2066,DFSSA003973,9.0,1.0,2013,1
2067,DFSSA003973,9.0,2.0,2010,5
2068,DFSSA003973,9.0,2.0,2011,1
2069,DFSSA003973,9.0,2.0,2012,2
2070,DFSSA003973,9.0,2.0,2013,5
2071,DFSSA003985,1.0,1.0,2016,13
2072,DFSSA003985,1.0,2.0,2016,79
2073,DFSSA003985,2.0,1.0,2016,427
2074,DFSSA003985,2.0,2.0,2015,8
2075,DFSSA003985,2.0,2.0,2016,1299
2076,DFSSA003985,3.0,2.0,2016,21
2077,DFSSA003985,4.0,1.0,2016,3
2078,DFSSA003985,4.0,2.0,2016,56
2079,DFSSA003985,9.0,1.0,2015,1
2080,DFSSA003985,9.0,2.0,2015,2525
2081,DFSSA003985,9.0,2.0,2016,335
2082,DFSSA003990,1.0,1.0,2014,13
2083,DFSSA003990,1.0,1.0,2015,63
2084,DFSSA003990,1.0,1.0,2016,70
2085,DFSSA003990,1.0,2.0,2014,12
2086,DFSSA003990,1.0,2.0,2015,90
2087,DFSSA003990,1.0,2.0,2016,119
2088,DFSSA003990,2.0,1.0,2014,91
2089,DFSSA003990,2.0,1.0,2015,791
2090,DFSSA003990,2.0,1.0,2016,1144
2091,DFSSA003990,2.0,2.0,2014,148
2092,DFSSA003990,2.0,2.0,2015,2130
2093,DFSSA003990,2.0,2.0,2016,2796
2094,DFSSA003990,3.0,1.0,2014,10
2095,DFSSA003990,3.0,1.0,2015,150
2096,DFSSA003990,3.0,1.0,2016,205
2097,DFSSA003990,3.0,2.0,2014,8
2098,DFSSA003990,3.0,2.0,2015,266
2099,DFSSA003990,3.0,2.0,2016,512
2100,DFSSA003990,4.0,1.0,2014,12
2101,DFSSA003990,4.0,1.0,2015,115
2102,DFSSA003990,4.0,1.0,2016,82
2103,DFSSA003990,4.0,2.0,2014,16
2104,DFSSA003990,4.0,2.0,2015,477
2105,DFSSA003990,4.0,2.0,2016,417
2106,DFSSA003990,9.0,1.0,2014,1
2107,DFSSA003990,9.0,1.0,2015,6
2108,DFSSA003990,9.0,1.0,2016,1
2109,DFSSA003990,9.0,2.0,2014,1
2110,DFSSA003990,9.0,2.0,2015,11
2111,DFSSA003990,9.0,2.0,2016,4
2112,DFSSA004002,1.0,1.0,2009,18334
2113,DFSSA004002,1.0,3.0,2009,2
2114,DFSSA004002,2.0,1.0,2009,2705
2115,DFSSA004002,2.0,1.0,2010,6
2116,DFSSA004002,2.0,1.0,2011,2
2117,DFSSA004002,2.0,1.0,2012,1
2118,DFSSA004002,2.0,1.0,2013,2
2119,DFSSA004002,2.0,1.0,2014,4
2120,DFSSA004002,2.0,1.0,2015,3
2121,DFSSA004002,2.0,1.0,2016,14
2122,DFSSA004002,2.0,2.0,2010,216
2123,DFSSA004002,2.0,2.0,2011,112
2124,DFSSA004002,2.0,2.0,2012,174
2125,DFSSA004002,2.0,2.0,2013,126
2126,DFSSA004002,2.0,2.0,2014,73
2127,DFSSA004002,2.0,2.0,2015,64
2128,DFSSA004002,2.0,2.0,2016,16
2129,DFSSA004002,3.0,1.0,2009,5010
2130,DFSSA004002,3.0,1.0,2010,3235
2131,DFSSA004002,3.0,1.0,2011,2240
2132,DFSSA004002,3.0,1.0,2012,2438
2133,DFSSA004002,3.0,1.0,2013,2351
2134,DFSSA004002,3.0,1.0,2014,2601
2135,DFSSA004002,3.0,1.0,2015,2873
2136,DFSSA004002,3.0,1.0,2016,4726
2137,DFSSA004002,3.0,2.0,2010,22642
2138,DFSSA004002,3.0,2.0,2011,17353
2139,DFSSA004002,3.0,2.0,2012,22670
2140,DFSSA004002,3.0,2.0,2013,24262
2141,DFSSA004002,3.0,2.0,2014,25555
2142,DFSSA004002,3.0,2.0,2015,25367
2143,DFSSA004002,3.0,2.0,2016,49461
2144,DFSSA004002,3.0,3.0,2009,2
2145,DFSSA004002,4.0,1.0,2009,22030
2146,DFSSA004002,4.0,1.0,2010,1
2147,DFSSA004002,4.0,2.0,2010,3
2148,DFSSA004002,4.0,2.0,2011,7
2149,DFSSA004043,9.0,9.0,2009,13545
2150,DFSSA004055,9.0,2.0,2010,662
2151,DFSSA004142,1.0,3.0,2009,591
2152,DFSSA004142,2.0,1.0,2015,1839
2153,DFSSA004142,2.0,1.0,2016,2663
2154,DFSSA004142,2.0,2.0,2015,1134
2155,DFSSA004142,2.0,2.0,2016,2376
2156,DFSSA004142,2.0,3.0,2009,1221
2157,DFSSA004142,3.0,3.0,2009,452
2158,DFSSA004142,4.0,3.0,2009,18
2159,DFSSA004142,9.0,3.0,2009,9
2160,DFSSA004154,1.0,1.0,2016,3
2161,DFSSA004154,2.0,1.0,2015,150
2162,DFSSA004154,2.0,1.0,2016,4061
2163,DFSSA004154,2.0,2.0,2015,16
2164,DFSSA004154,2.0,2.0,2016,29
2165,DFSSA004154,9.0,2.0,2016,2
2166,DFSSA004265,1.0,1.0,2009,5023
2167,DFSSA004265,1.0,1.0,2010,118
2168,DFSSA004265,1.0,1.0,2011,560
2169,DFSSA004265,1.0,1.0,2012,414
2170,DFSSA004265,1.0,1.0,2013,447
2171,DFSSA004265,1.0,1.0,2014,366
2172,DFSSA004265,1.0,1.0,2015,18
2173,DFSSA004265,1.0,1.0,2016,5
2174,DFSSA004265,1.0,2.0,2009,14
2175,DFSSA004265,1.0,2.0,2010,61
2176,DFSSA004265,1.0,2.0,2011,5
2177,DFSSA004265,1.0,2.0,2014,1
2178,DFSSA004265,1.0,2.0,2015,5
2179,DFSSA004265,1.0,2.0,2016,4
2180,DFSSA004265,1.0,3.0,2009,44
2181,DFSSA004265,1.0,9.0,2009,215
2182,DFSSA004265,2.0,1.0,2009,1248
2183,DFSSA004265,2.0,1.0,2010,2272
2184,DFSSA004265,2.0,1.0,2011,1363
2185,DFSSA004265,2.0,1.0,2012,1417
2186,DFSSA004265,2.0,1.0,2013,6531
2187,DFSSA004265,2.0,1.0,2014,6658
2188,DFSSA004265,2.0,1.0,2015,3118
2189,DFSSA004265,2.0,1.0,2016,1301
2190,DFSSA004265,2.0,2.0,2009,2
2191,DFSSA004265,2.0,2.0,2010,7677
2192,DFSSA004265,2.0,2.0,2011,8522
2193,DFSSA004265,2.0,2.0,2012,11207
2194,DFSSA004265,2.0,2.0,2013,7194
2195,DFSSA004265,2.0,2.0,2014,5092
2196,DFSSA004265,2.0,2.0,2015,3750
2197,DFSSA004265,2.0,2.0,2016,3712
2198,DFSSA004265,2.0,3.0,2009,8
2199,DFSSA004265,2.0,9.0,2009,52
2200,DFSSA004265,3.0,1.0,2009,1308
2201,DFSSA004265,3.0,1.0,2010,594
2202,DFSSA004265,3.0,1.0,2011,593
2203,DFSSA004265,3.0,1.0,2012,1573
2204,DFSSA004265,3.0,1.0,2013,870
2205,DFSSA004265,3.0,1.0,2014,1883
2206,DFSSA004265,3.0,1.0,2015,2046
2207,DFSSA004265,3.0,1.0,2016,1330
2208,DFSSA004265,3.0,2.0,2009,2
2209,DFSSA004265,3.0,2.0,2010,3501
2210,DFSSA004265,3.0,2.0,2011,2898
2211,DFSSA004265,3.0,2.0,2012,3569
2212,DFSSA004265,3.0,2.0,2013,1692
2213,DFSSA004265,3.0,2.0,2014,961
2214,DFSSA004265,3.0,2.0,2015,1902
2215,DFSSA004265,3.0,2.0,2016,3141
2216,DFSSA004265,3.0,3.0,2009,59
2217,DFSSA004265,3.0,9.0,2009,58
2218,DFSSA004265,4.0,1.0,2009,5715
2219,DFSSA004265,4.0,1.0,2015,1
2220,DFSSA004265,4.0,2.0,2009,2
2221,DFSSA004265,4.0,3.0,2009,40
2222,DFSSA004265,4.0,9.0,2009,230
2223,DFSSA004265,5.0,1.0,2009,69
2224,DFSSA004265,5.0,2.0,2009,1
2225,DFSSA004265,5.0,3.0,2009,2
2226,DFSSA004265,5.0,9.0,2009,10
2227,DFSSA004265,6.0,1.0,2009,11
2228,DFSSA004265,6.0,3.0,2009,1
2229,DFSSA004265,7.0,1.0,2009,17
2230,DFSSA004265,9.0,1.0,2009,242
2231,DFSSA004265,9.0,1.0,2011,1
2232,DFSSA004265,9.0,2.0,2009,1
2233,DFSSA004265,9.0,2.0,2010,3
2234,DFSSA004265,9.0,2.0,2015,1
2235,DFSSA004265,9.0,2.0,2016,5
2236,DFSSA004265,9.0,3.0,2009,3
2237,DFSSA004265,9.0,9.0,2009,39
2238,DFSSA017886,1.0,1.0,2009,91
2239,DFSSA017886,1.0,1.0,2010,1
2240,DFSSA017886,1.0,1.0,2011,32
2241,DFSSA017886,1.0,1.0,2012,69
2242,DFSSA017886,1.0,1.0,2014,4
2243,DFSSA017886,1.0,1.0,2015,137
2244,DFSSA017886,1.0,1.0,2016,84
2245,DFSSA017886,1.0,2.0,2009,1
2246,DFSSA017886,1.0,2.0,2011,113
2247,DFSSA017886,1.0,2.0,2012,37
2248,DFSSA017886,1.0,2.0,2014,42
2249,DFSSA017886,1.0,2.0,2015,52
2250,DFSSA017886,1.0,2.0,2016,358
2251,DFSSA017886,1.0,3.0,2009,3293
2252,DFSSA017886,2.0,1.0,2010,1355
2253,DFSSA017886,2.0,1.0,2011,1391
2254,DFSSA017886,2.0,1.0,2012,1776
2255,DFSSA017886,2.0,1.0,2013,2292
2256,DFSSA017886,2.0,1.0,2014,4987
2257,DFSSA017886,2.0,1.0,2015,4440
2258,DFSSA017886,2.0,1.0,2016,4443
2259,DFSSA017886,2.0,2.0,2010,7605
2260,DFSSA017886,2.0,2.0,2011,8104
2261,DFSSA017886,2.0,2.0,2012,21404
2262,DFSSA017886,2.0,2.0,2013,21721
2263,DFSSA017886,2.0,2.0,2014,23822
2264,DFSSA017886,2.0,2.0,2015,26136
2265,DFSSA017886,2.0,2.0,2016,28043
2266,DFSSA017886,2.0,3.0,2009,221
2267,DFSSA017886,3.0,1.0,2010,3019
2268,DFSSA017886,3.0,1.0,2011,2599
2269,DFSSA017886,3.0,1.0,2012,2470
2270,DFSSA017886,3.0,1.0,2013,1521
2271,DFSSA017886,3.0,1.0,2014,1888
2272,DFSSA017886,3.0,1.0,2015,2875
2273,DFSSA017886,3.0,1.0,2016,1452
2274,DFSSA017886,3.0,2.0,2010,9573
2275,DFSSA017886,3.0,2.0,2011,7747
2276,DFSSA017886,3.0,2.0,2012,8324
2277,DFSSA017886,3.0,2.0,2013,6132
2278,DFSSA017886,3.0,2.0,2014,6964
2279,DFSSA017886,3.0,2.0,2015,8358
2280,DFSSA017886,3.0,2.0,2016,8777
2281,DFSSA017886,3.0,3.0,2009,133
2282,DFSSA017886,3.0,9.0,2009,2
2283,DFSSA017886,4.0,1.0,2009,2
2284,DFSSA017886,4.0,2.0,2009,3
2285,DFSSA017886,4.0,3.0,2009,18266
2286,DFSSA017886,7.0,3.0,2009,4
2287,DFSSA017886,9.0,1.0,2013,1
2288,DFSSA017886,9.0,2.0,2016,2
2289,DFSSA018142,1.0,1.0,2011,112
2290,DFSSA018142,1.0,1.0,2012,591
2291,DFSSA018142,1.0,1.0,2013,182
2292,DFSSA018142,1.0,1.0,2014,214
2293,DFSSA018142,1.0,1.0,2015,170
2294,DFSSA018142,1.0,1.0,2016,235
2295,DFSSA018142,1.0,2.0,2011,55
2296,DFSSA018142,1.0,2.0,2012,262
2297,DFSSA018142,1.0,2.0,2013,102
2298,DFSSA018142,1.0,2.0,2014,351
2299,DFSSA018142,1.0,2.0,2015,256
2300,DFSSA018142,1.0,2.0,2016,471
2301,DFSSA018142,2.0,1.0,2011,191
2302,DFSSA018142,2.0,1.0,2012,879
2303,DFSSA018142,2.0,1.0,2013,453
2304,DFSSA018142,2.0,1.0,2014,632
2305,DFSSA018142,2.0,1.0,2015,610
2306,DFSSA018142,2.0,1.0,2016,505
2307,DFSSA018142,2.0,2.0,2011,407
2308,DFSSA018142,2.0,2.0,2012,2268
2309,DFSSA018142,2.0,2.0,2013,2094
2310,DFSSA018142,2.0,2.0,2014,3513
2311,DFSSA018142,2.0,2.0,2015,4679
2312,DFSSA018142,2.0,2.0,2016,4882
2313,DFSSA018142,3.0,1.0,2011,323
2314,DFSSA018142,3.0,1.0,2012,2874
2315,DFSSA018142,3.0,1.0,2013,1832
2316,DFSSA018142,3.0,1.0,2014,2635
2317,DFSSA018142,3.0,1.0,2015,2362
2318,DFSSA018142,3.0,1.0,2016,1243
2319,DFSSA018142,3.0,2.0,2011,687
2320,DFSSA018142,3.0,2.0,2012,3974
2321,DFSSA018142,3.0,2.0,2013,4692
2322,DFSSA018142,3.0,2.0,2014,5819
2323,DFSSA018142,3.0,2.0,2015,3481
2324,DFSSA018142,3.0,2.0,2016,3550
2325,DFSSA018142,4.0,1.0,2011,27
2326,DFSSA018142,4.0,1.0,2012,429
2327,DFSSA018142,4.0,1.0,2013,364
2328,DFSSA018142,4.0,1.0,2014,961
2329,DFSSA018142,4.0,1.0,2015,756
2330,DFSSA018142,4.0,1.0,2016,909
2331,DFSSA018142,4.0,2.0,2011,141
2332,DFSSA018142,4.0,2.0,2012,1748
2333,DFSSA018142,4.0,2.0,2013,1131
2334,DFSSA018142,4.0,2.0,2014,2355
2335,DFSSA018142,4.0,2.0,2015,2412
2336,DFSSA018142,4.0,2.0,2016,2623
2337,DFSSA018142,9.0,1.0,2012,1
2338,DFSSA018142,9.0,2.0,2012,2
2339,DFSSA018154,1.0,1.0,2011,305
2340,DFSSA018154,1.0,1.0,2012,390
2341,DFSSA018154,1.0,1.0,2013,1073
2342,DFSSA018154,1.0,1.0,2014,947
2343,DFSSA018154,1.0,1.0,2015,531
2344,DFSSA018154,1.0,1.0,2016,423
2345,DFSSA018154,1.0,2.0,2011,308
2346,DFSSA018154,1.0,2.0,2012,109
2347,DFSSA018154,1.0,2.0,2013,856
2348,DFSSA018154,1.0,2.0,2014,481
2349,DFSSA018154,1.0,2.0,2015,332
2350,DFSSA018154,1.0,2.0,2016,379
2351,DFSSA018154,2.0,1.0,2011,2180
2352,DFSSA018154,2.0,1.0,2012,1886
2353,DFSSA018154,2.0,1.0,2013,4863
2354,DFSSA018154,2.0,1.0,2014,5678
2355,DFSSA018154,2.0,1.0,2015,3274
2356,DFSSA018154,2.0,1.0,2016,2581
2357,DFSSA018154,2.0,2.0,2011,6726
2358,DFSSA018154,2.0,2.0,2012,13506
2359,DFSSA018154,2.0,2.0,2013,16323
2360,DFSSA018154,2.0,2.0,2014,20025
2361,DFSSA018154,2.0,2.0,2015,23351
2362,DFSSA018154,2.0,2.0,2016,25497
2363,DFSSA018154,3.0,1.0,2011,2405
2364,DFSSA018154,3.0,1.0,2012,2799
2365,DFSSA018154,3.0,1.0,2013,4245
2366,DFSSA018154,3.0,1.0,2014,3676
2367,DFSSA018154,3.0,1.0,2015,2819
2368,DFSSA018154,3.0,1.0,2016,1728
2369,DFSSA018154,3.0,2.0,2011,3405
2370,DFSSA018154,3.0,2.0,2012,8126
2371,DFSSA018154,3.0,2.0,2013,8963
2372,DFSSA018154,3.0,2.0,2014,11006
2373,DFSSA018154,3.0,2.0,2015,9438
2374,DFSSA018154,3.0,2.0,2016,12066
2375,DFSSA018154,4.0,1.0,2011,2164
2376,DFSSA018154,4.0,1.0,2012,5137
2377,DFSSA018154,4.0,1.0,2013,3977
2378,DFSSA018154,4.0,1.0,2014,5155
2379,DFSSA018154,4.0,1.0,2015,4563
2380,DFSSA018154,4.0,1.0,2016,5282
2381,DFSSA018154,4.0,2.0,2011,2778
2382,DFSSA018154,4.0,2.0,2012,3816
2383,DFSSA018154,4.0,2.0,2013,1513
2384,DFSSA018154,4.0,2.0,2014,1589
2385,DFSSA018154,4.0,2.0,2015,4237
2386,DFSSA018154,4.0,2.0,2016,6595
2387,DFSSA018154,9.0,1.0,2011,1
2388,DFSSA018154,9.0,1.0,2014,1
2389,DFSSA018154,9.0,2.0,2011,1
2390,DFSSA018166,1.0,1.0,2011,356
2391,DFSSA018166,1.0,1.0,2012,861
2392,DFSSA018166,1.0,1.0,2013,211
2393,DFSSA018166,1.0,1.0,2014,60
2394,DFSSA018166,1.0,1.0,2015,48
2395,DFSSA018166,1.0,1.0,2016,6
2396,DFSSA018166,1.0,2.0,2011,421
2397,DFSSA018166,1.0,2.0,2012,3239
2398,DFSSA018166,1.0,2.0,2013,3725
2399,DFSSA018166,1.0,2.0,2014,2360
2400,DFSSA018166,1.0,2.0,2015,2202
2401,DFSSA018166,1.0,2.0,2016,4350
2402,DFSSA018166,2.0,1.0,2011,1245
2403,DFSSA018166,2.0,1.0,2012,2965
2404,DFSSA018166,2.0,1.0,2013,1308
2405,DFSSA018166,2.0,1.0,2014,486
2406,DFSSA018166,2.0,1.0,2015,181
2407,DFSSA018166,2.0,1.0,2016,53
2408,DFSSA018166,2.0,2.0,2011,5130
2409,DFSSA018166,2.0,2.0,2012,16258
2410,DFSSA018166,2.0,2.0,2013,15684
2411,DFSSA018166,2.0,2.0,2014,14843
2412,DFSSA018166,2.0,2.0,2015,14261
2413,DFSSA018166,2.0,2.0,2016,7997
2414,DFSSA018166,3.0,1.0,2011,1486
2415,DFSSA018166,3.0,1.0,2012,1690
2416,DFSSA018166,3.0,1.0,2013,2271
2417,DFSSA018166,3.0,1.0,2014,2840
2418,DFSSA018166,3.0,1.0,2015,2693
2419,DFSSA018166,3.0,1.0,2016,1262
2420,DFSSA018166,3.0,2.0,2011,1746
2421,DFSSA018166,3.0,2.0,2012,15548
2422,DFSSA018166,3.0,2.0,2013,15058
2423,DFSSA018166,3.0,2.0,2014,15878
2424,DFSSA018166,3.0,2.0,2015,13491
2425,DFSSA018166,3.0,2.0,2016,13347
2426,DFSSA018166,4.0,1.0,2011,589
2427,DFSSA018166,4.0,1.0,2012,1187
2428,DFSSA018166,4.0,1.0,2013,423
2429,DFSSA018166,4.0,1.0,2014,118
2430,DFSSA018166,4.0,1.0,2015,51
2431,DFSSA018166,4.0,1.0,2016,31
2432,DFSSA018166,4.0,2.0,2011,1745
2433,DFSSA018166,4.0,2.0,2012,5445
2434,DFSSA018166,4.0,2.0,2013,5463
2435,DFSSA018166,4.0,2.0,2014,5243
2436,DFSSA018166,4.0,2.0,2015,4814
2437,DFSSA018166,4.0,2.0,2016,3985
2438,DFSSA018166,9.0,1.0,2012,11
2439,DFSSA018166,9.0,2.0,2011,5
2440,DFSSA018166,9.0,2.0,2012,150
2441,DFSSA018760,2.0,1.0,2012,17
2442,DFSSA018760,2.0,1.0,2013,35
2443,DFSSA018760,2.0,1.0,2014,9
2444,DFSSA018760,2.0,1.0,2015,32
2445,DFSSA018760,2.0,1.0,2016,48
2446,DFSSA018760,2.0,2.0,2012,152
2447,DFSSA018760,2.0,2.0,2013,825
2448,DFSSA018760,2.0,2.0,2014,165
2449,DFSSA018760,2.0,2.0,2015,240
2450,DFSSA018760,2.0,2.0,2016,228
2451,DFSSA018760,3.0,1.0,2012,4
2452,DFSSA018760,3.0,1.0,2013,2
2453,DFSSA018760,3.0,1.0,2014,2
2454,DFSSA018760,3.0,1.0,2015,1
2455,DFSSA018760,3.0,1.0,2016,2
2456,DFSSA018760,3.0,2.0,2012,1
2457,DFSSA018760,3.0,2.0,2013,9
2458,DFSSA018760,3.0,2.0,2014,2
2459,DFSSA018760,3.0,2.0,2015,2
2460,DFSSA018760,3.0,2.0,2016,2
2461,DFSSA018760,4.0,1.0,2012,1
2462,DFSSA018760,4.0,2.0,2012,1
